Materials Name,Molecule Name,Can Pass SievingPore Size,Structure Type,Material Category,Sieving Mechanism,Molecular Size,Mechanism,File Name,Test Conditions,Threshold Pressure,Additional Info,,,,,,,,,
Ni-4PyC,hydrogen,Yes,6.7 Å × 6.7 Å,3D cages,MOFs,Chemical affinity quantum sieving and kinetic quantum sieving effects on H2/D2,Not Reported,Kinetic sieving,d3dt01143g.json,"77 K, 1 bar",Not Applicable,Ni-4PyC exhibited a faster diffusion rate for H2 compared to D2 at 77 K.,,,,,,,,
Ni-4PyC,deuterium,Yes,6.7 Å × 6.7 Å,3D cages,MOFs,Chemical affinity quantum sieving and kinetic quantum sieving effects on H2/D2,Not Reported,Chemical affinity quantum sieving,d3dt01143g.json,"77 K, 1 bar",Not Applicable,Ni-4PyC showed stronger adsorption for D2 compared to H2 at 77 K.,,,,,,,,
Ni3(HITP)2,ammonia,No,Not Reported,2D conductive layers,MOFs,Not Reported,0.33 nm,Not Reported,10.1021-acssensors.3c00362.json,Room temperature,Not Applicable,Ni3(HITP)2 coated sensors displayed no response to ammonia.,,,,,,,,
Ni2Cl2BBTA@γ-Al2O3,hydrogen,Yes,Not Reported,Not Reported,MOF composite,Chemical affinity quantum sieving effect due to different zero-point energies of isotopes,Not Reported,Chemical affinity quantum sieving,10.1016-j.micromeso.2020.110812_1747625414485303_li2020.json,"77 K, Ne flow rate: 40 mL/min, Injection loop pressure: 5 kPa",Not Applicable,Retention time: 6.029 min,,,,,,,,
Ni2Cl2BBTA@γ-Al2O3,deuterium,Yes,Not Reported,Not Reported,MOF composite,Chemical affinity quantum sieving effect due to different zero-point energies of isotopes,Not Reported,Chemical affinity quantum sieving,10.1016-j.micromeso.2020.110812_1747625414485303_li2020.json,"77 K, Ne flow rate: 40 mL/min, Injection loop pressure: 5 kPa",Not Applicable,Retention time: 9.063 min,,,,,,,,
Ni2Cl2BBTA@γ-Al2O3,HD,Yes,Not Reported,Not Reported,MOF composite,Chemical affinity quantum sieving effect due to different zero-point energies of isotopes,Not Reported,Chemical affinity quantum sieving,10.1016-j.micromeso.2020.110812_1747625414485303_li2020.json,"77 K, Ne flow rate: 40 mL/min, Injection loop pressure: 5 kPa",Not Applicable,Retention time: 7.009 min,,,,,,,,
Ni2+-Ti3C2Tx/Al2O3,hydrogen,Yes,12.68 Å,Not Reported,MOF membrane,Size exclusion at sub-nanometer scale,0.289 nm,Size exclusion,10.1007-s11705-020-1990-1_1747625591178296_fan2020.json,"298 K, 1 bar",Not Applicable,Hydrogen permeance of 8.35 × 10^-8 mol·m^-2·s^-1·Pa^-1,,,,,,,,
Ni2+-Ti3C2Tx/Al2O3,carbon dioxide,No,12.68 Å,Not Reported,MOF membrane,Size exclusion at sub-nanometer scale,0.33 nm,Size exclusion,10.1007-s11705-020-1990-1_1747625591178296_fan2020.json,"298 K, 1 bar",Not Applicable,Separation factor for H2/CO2 is 615,,,,,,,,
Ni2+-Ti3C2Tx/Al2O3,nitrogen,No,12.68 Å,Not Reported,MOF membrane,Size exclusion at sub-nanometer scale,0.364 nm,Size exclusion,10.1007-s11705-020-1990-1_1747625591178296_fan2020.json,"298 K, 1 bar",Not Applicable,Separation factor for H2/N2 is 154.48,,,,,,,,
Ni2+-Ti3C2Tx/Al2O3,methane,No,12.68 Å,Not Reported,MOF membrane,Size exclusion at sub-nanometer scale,0.384 nm,Size exclusion,10.1007-s11705-020-1990-1_1747625591178296_fan2020.json,"298 K, 1 bar",Not Applicable,Separation factor for H2/CH4 is 147.27,,,,,,,,
Ni2(olz),hydrogen,Yes,2.2 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 180 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(olz),deuterium,No,2.2 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 180 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(L-asp)2pz (JUC-150),hydrogen,Yes,Not Reported,ultra-microporous,MOF membrane,Not Reported,0.29 nm,Size exclusion,10.1039-c7ta01142c_1747624171375442_kang2017.json,25°C,Not Applicable,Preferential permeation for H2 over other gas molecules.,,,,,,,,
Ni2(L-asp)2pz (JUC-150),carbon dioxide,No,Not Reported,ultra-microporous,MOF membrane,Not Reported,0.33 nm,Size exclusion,10.1039-c7ta01142c_1747624171375442_kang2017.json,25°C,Not Applicable,High selectivity for H2/CO2 mixture.,,,,,,,,
Ni2(L-asp)2pz (JUC-150),methane,No,Not Reported,ultra-microporous,MOF membrane,Not Reported,0.38 nm,Size exclusion,10.1039-c7ta01142c_1747624171375442_kang2017.json,25°C,Not Applicable,High selectivity for H2/CH4 mixture.,,,,,,,,
Ni2(L-asp)2pz (JUC-150),nitrogen,No,Not Reported,ultra-microporous,MOF membrane,Not Reported,0.364 nm,Size exclusion,10.1039-c7ta01142c_1747624171375442_kang2017.json,25°C,Not Applicable,High selectivity for H2/N2 mixture.,,,,,,,,
Ni2(dotpdc),hydrogen,Yes,2.6 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 142 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(dotpdc),deuterium,No,2.6 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 142 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(dobpdc),hydrogen,Yes,1.9 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 215 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(dobpdc),deuterium,No,1.9 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 215 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(dobdc),hydrogen,Yes,1.0 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 240 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni2(dobdc),deuterium,No,1.0 nm,1D channels,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Chemical affinity quantum sieving (CAQS),d2qi00156j.json,77 K,Not Applicable,Retention time: 240 min g�? in (H2/D2/Ne: 1/1/98) mixture.,,,,,,,,
Ni[Fe(CN)5NO],propylene,Yes,6.3 Å,Not Reported,MOFs,Not Reported,4.0 Å,Thermodynamic driving separation,d2ta09326j.json,"298 K, 1 bar",Not Applicable,High propylene uptake capacity of 80 cm³ g⁻�?,,,,,,,,
Ni[Fe(CN)5NO],propane,Yes,6.3 Å,Not Reported,MOFs,Not Reported,4.4 Å,Thermodynamic driving separation,d2ta09326j.json,"298 K, 1 bar",Not Applicable,Propylene/propane selectivity of 10.5.,,,,,,,,
Ni(ina)2,methane,Yes,5.0 x 4.8 Å2,Not Reported,MOFs,Optimizing pore sizes and functional sites enhances CH4/N2 separation.,3.758 Å,Size exclusion,d3qm00430a.json,"298 K, 1 bar",Not Applicable,Good thermal and moisture stability.,,,,,,,,
Ni(ina)2,nitrogen,No,5.0 x 4.8 Å2,Not Reported,MOFs,Optimizing pore sizes and functional sites enhances CH4/N2 separation.,3.64 Å,Size exclusion,d3qm00430a.json,"298 K, 1 bar",Not Applicable,Lower affinity compared to methane.,,,,,,,,
Ni(4-DPDS)2CrO4,methane,Yes,"5.5 Å (intralayer), 4.2 × 4.2 Å² (interlayer)",2D layered structure with intralayer and interlayer channels,MOFs,Size exclusion at sub-nanometer scale combined with kinetic effects,3.8 × 4.1 × 3.9 Å³,Kinetic sieving,10.1016_j.xcrp.2022.100903.json,"298 K, 1 bar",Not Applicable,Methane molecules move freely through the interlayer channels.,,,,,,,,
Ni(4-DPDS)2CrO4,ethane,Yes,"5.5 Å (intralayer), 4.2 × 4.2 Å² (interlayer)",2D layered structure with intralayer and interlayer channels,MOFs,Size exclusion at sub-nanometer scale combined with kinetic effects,3.8 × 4.1 × 4.8 Å³,Kinetic sieving,10.1016_j.xcrp.2022.100903.json,"298 K, 1 bar",Not Applicable,Ethane molecules move freely through the interlayer channels but exhibit slower diffusion compared to methane.,,,,,,,,
Ni(4-DPDS)2CrO4,propane,No,"5.5 Å (intralayer), 4.2 × 4.2 Å² (interlayer)",2D layered structure with intralayer and interlayer channels,MOFs,Size exclusion at sub-nanometer scale combined with kinetic effects,4.0 × 4.5 × 6.6 Å³,Size exclusion,10.1016_j.xcrp.2022.100903.json,"298 K, 1 bar",Not Applicable,"Propane is restricted by its large molecular size in the interlayer channels, leading to significantly slower diffusion.",,,,,,,,
NH2-UiO-66(1),2-phenylethanol,Yes,0.77 nm,Not Reported,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Lewis acid-base interactions and sieving effect,10.1016_j.micromeso.2023.112806.json,298 K,Not Applicable,Adsorption amount decreased with increasing temperature.,,,,,,,,
NH2-UiO-66(1),1-phenyl-2-propanol,Yes,0.77 nm,Not Reported,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Lewis acid-base interactions and sieving effect,10.1016_j.micromeso.2023.112806.json,298 K,Not Applicable,Higher acidity led to easier binding with -NH2 groups.,,,,,,,,
NH2-UiO-66(1),2-ethylphenol,Yes,0.77 nm,Not Reported,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Lewis acid-base interactions and sieving effect,10.1016_j.micromeso.2023.112806.json,298 K,Not Applicable,Higher acidity led to easier binding with -NH2 groups.,,,,,,,,
NH2-MIL-88B(Fe)/PVDF mixed matrix membranes,tetracycline hydrochloride,Conditional (see Additional Info),0.0402 μm (average for M2),Ultrafiltration membranes with dense skin layer and finger-hole-like support layer,MOF composite,Synergistic effect between size sieving of membrane surface pores and catalytic degradation of PMS,Not Reported,Size exclusion at sub-nanometer scale,10.1016_j.jece.2024.115100.json,"25°C, 0.1 MPa, PMS activation",Not Applicable,Removal efficiency depends on both sieving effect and catalytic degradation by reactive oxygen species.,,,,,,,,
NH2-MIL-88B (Fe),oil phase,No,Not Reported,Not Reported,MOF membrane,Not Reported,Not Reported,Not Reported,10.1016_j.jwpe.2022.103374.json,Not Reported,Not Applicable,Robust antifouling properties for gravity-driven oil-water emulsion separation.,,,,,,,,
NH2-MIL-53(Al),carbon dioxide,Yes,Not Reported,Not Reported,MOFs,Facilitated transport through amine-functionalized MOF,0.33 nm,Facilitated transport through amine groups,10.1016-j.pmatsci.2018.11.002_1747626770311004_6cb6ed285e418aed00f9e69759cad797.json,"35°C, 2 bar",Not Applicable,Optimum loading at 8 wt.% nanoparticles showed highest separation performance,,,,,,,,
NH2-MIL-53(Al),methane,No,Not Reported,Not Reported,MOFs,Facilitated transport through amine-functionalized MOF,0.38 nm,Size exclusion at sub-nanometer scale,10.1016-j.pmatsci.2018.11.002_1747626770311004_6cb6ed285e418aed00f9e69759cad797.json,"35°C, 2 bar",Not Applicable,Selectivity improved from 34.9 to 60.1 at optimal conditions,,,,,,,,
NH2-MIL-53(Al),carbon dioxide,Yes,Not Reported,Not Reported,MOF composite,Breathing behavior allows switching between narrow pore (np) and large pore (lp) structures.,0.33 nm,Size exclusion,10.1039-c6ra23013j_1747623820848312_kertik2016.json,"35 °C, 10 bar",Not Applicable,No significant increase in permeability due to narrow pore (np) form preferred at low CO2 pressures.,,,,,,,,
NH2-MIL-53(Al),methane,No,Not Reported,Not Reported,MOF composite,Breathing behavior allows switching between narrow pore (np) and large pore (lp) structures.,0.38 nm,Size exclusion,10.1039-c6ra23013j_1747623820848312_kertik2016.json,"35 °C, 10 bar",Not Applicable,Small increase in selectivity observed.,,,,,,,,
NH2-MIL-125(Ti),horseradish peroxidase glycopeptides,Yes,0.90 nm,3D cages,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion at sub-nanometer scale,10.1016-j.chroma.2020.461711_1747626021900578_ali2020.json,"298 K, 1 bar",Not Applicable,Enrichment was successful at various concentrations down to 1 fmol/μL.,,,,,,,,
NH2-MIL-125(Ti),ovalbumin,No,0.90 nm,3D cages,MOFs,Size exclusion at sub-nanometer scale,45000 Da,Size exclusion at sub-nanometer scale,10.1016-j.chroma.2020.461711_1747626021900578_ali2020.json,"298 K, 1 bar",Not Applicable,Ovalbumin was excluded in mixtures with HRP tryptic digest at ratios of 1:25:25 and higher.,,,,,,,,
NH2-MIL-125(Ti),immunoglobulin G,No,0.90 nm,3D cages,MOFs,Size exclusion at sub-nanometer scale,150000 Da,Size exclusion at sub-nanometer scale,10.1016-j.chroma.2020.461711_1747626021900578_ali2020.json,"298 K, 1 bar",Not Applicable,IgG was excluded in mixtures with HRP tryptic digest at ratios of 1:25:25 and higher.,,,,,,,,
NH2-MIL-125(Ti),glycopeptides,Yes,Not Reported,Not Reported,MOFs,Size exclusion at sub-nanometer scale,Smaller than proteins,Size exclusion,10.1016_j.chroma.2022.462971.json,Not Reported,Not Applicable,Demonstrated size-exclusion effect for glycopeptides over proteins.,,,,,,,,
NH2-MIL-125,lithium ion solvated with DME (Li(DME)4+),Yes,Not Reported,Not Reported,MOFs,Capture-then-sieving mechanism facilitated by ─NH2 polar groups.,Not Reported,Synergistic sieving via pore size and polar ─NH2 groups,10.1002-adma.202411601.json,"Low-temperature environment, e.g., �?0 °C",Not Applicable,─NH2 groups facilitate desolvation by reducing energy barriers.,,,,,,,,
NH2-MIL-125,TFSI�?anion,No,Not Reported,Not Reported,MOFs,Capture-then-sieving mechanism facilitated by ─NH2 polar groups.,Not Reported,Chemical adsorption on NH2-MIL-125,10.1002-adma.202411601.json,Electrolyte system at room temperature,Not Applicable,Higher adsorption energy compared to other MOFs.,,,,,,,,
NH2-MIL-125,hexogen (RDX),Yes,Not Reported,Not Reported,MOF membrane,Not Reported,Not Reported,Not Reported,10.1002-smll.202407021.json,Not Reported,Not Applicable,Detection of RDX vapors at 4.9 ppt with LOD of 0.8 part-per-quadrillion (ppq); Effective under static and dynamic conditions.,,,,,,,,
NH2-MIL-101(Fe)/ZIF-8,carbon dioxide,Yes,"3.4 Å (ZIF-8), larger pores in NH2-MIL-101(Fe)",Core-shell structure with NH2-MIL-101(Fe) core and ZIF-8 shell,MOF composite,Size exclusion at sub-nanometer scale,0.33 nm,Size exclusion,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Enhanced adsorption due to amine functional groups and unsaturated metal sites,,,,,,,,
NH2-MIL-101(Fe)/ZIF-8,nitrogen,No,"3.4 Å (ZIF-8), larger pores in NH2-MIL-101(Fe)",Core-shell structure with NH2-MIL-101(Fe) core and ZIF-8 shell,MOF composite,Size exclusion at sub-nanometer scale,0.364 nm,Size exclusion,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Significantly reduced adsorption in hybrid structure,,,,,,,,
NH2-MIL-101(Fe)/ZIF-8,methane,Conditional (see Additional Info),"3.4 Å (ZIF-8), larger pores in NH2-MIL-101(Fe)",Core-shell structure with NH2-MIL-101(Fe) core and ZIF-8 shell,MOF composite,Size exclusion at sub-nanometer scale,0.38 nm,Gate-opening phenomenon,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Access limited by size exclusion effect of ZIF-8 shell,,,,,,,,
NH2-MIL-101(Fe)/ZIF-8,ethylene,Yes,"3.4 Å (ZIF-8), larger pores in NH2-MIL-101(Fe)",Core-shell structure with NH2-MIL-101(Fe) core and ZIF-8 shell,MOF composite,Size exclusion at sub-nanometer scale,0.4163 nm,Size exclusion,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Preferential adsorption of larger molecules like ethane over ethylene,,,,,,,,
NH2-MIL-101(Fe)/ZIF-8,ethane,Yes,"3.4 Å (ZIF-8), larger pores in NH2-MIL-101(Fe)",Core-shell structure with NH2-MIL-101(Fe) core and ZIF-8 shell,MOF composite,Size exclusion at sub-nanometer scale,0.4443 nm,Size exclusion,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Higher uptake than ethylene due to stronger attractive forces,,,,,,,,
NH2-MIL-101(Fe),carbon dioxide,Yes,Not Reported,Octahedral structure with mesopores and micropores,MOFs,Not Reported,0.33 nm,Not Reported,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,High adsorption capacity due to amine functional groups and unsaturated metal sites,,,,,,,,
NH2-MIL-101(Fe),nitrogen,Yes,Not Reported,Octahedral structure with mesopores and micropores,MOFs,Not Reported,0.364 nm,Not Reported,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Lowest adsorption among tested gases,,,,,,,,
NH2-MIL-101(Fe),methane,Yes,Not Reported,Octahedral structure with mesopores and micropores,MOFs,Not Reported,0.38 nm,Not Reported,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Moderate adsorption capacity,,,,,,,,
NH2-MIL-101(Fe),ethylene,Yes,Not Reported,Octahedral structure with mesopores and micropores,MOFs,Not Reported,0.4163 nm,Not Reported,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Adsorption capacity lower than ethane,,,,,,,,
NH2-MIL-101(Fe),ethane,Yes,Not Reported,Octahedral structure with mesopores and micropores,MOFs,Not Reported,0.4443 nm,Not Reported,10.1016_j.fuel.2023.128991.json,"298 K, up to 4 bar",Not Applicable,Higher uptake than ethylene,,,,,,,,
N-GQDs NF membrane,methylene blue,No,"0.46 nm (average effective pore size for M4), 0.60 nm (average effective pore size for M3)",Not Reported,Other,Size exclusion at sub-nanometer scale combined with Donnan effect,1.53 × 0.65 × 0.28 nm,Size exclusion and charge effect,10.1016_j.desal.2024.117666.json,"pH �?7, 0.4 MPa",Not Applicable,Rejection rate by M4 membrane: 98.93%,,,,,,,,
N-GQDs NF membrane,methyl orange,No,"0.46 nm (average effective pore size for M4), 0.60 nm (average effective pore size for M3)",Not Reported,Other,Size exclusion at sub-nanometer scale combined with Donnan effect,1.31 × 0.70 × 0.50 nm,Size exclusion and charge effect,10.1016_j.desal.2024.117666.json,"pH �?7, 0.4 MPa",Not Applicable,Rejection rate by M4 membrane: 96.66%,,,,,,,,
